Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
Npc1a	chr2L_-_10217180_10217339_10217351_10217818_10217881_10217959_10218014	chr2L	-	10217180;10217339;10217351;10217818;10217881;10217959;10218014	1.93074789611987e-18	2.02864657028859e-17	-0.0314666666666667;-0.0168666666666667;0.0483666666666668;-0.1067;0.142533333333333;-0.0358666666666667;0.0185000000000002;-0.0185
CG10734	chr2R_-_16089892_16098126_16101781_16101833_16101836_16110020_16146883_16146940_16147101_16147164_16149660_16158387_16158597_16158600_16158628_16158678	chr2R	-	16089892;16098126;16101781;16101833;16101836;16110020;16146883;16146940;16147101;16147164;16149660;16158387;16158597;16158600;16158628;16158678	1.07379910548201e-34	2.45128442997731e-33	-0.0896;0.0895999999999999;-0.039;0.0389999999999999;-0.00303333333333333;-0.0032;-0.0017;-0.00133333333333333;-0.0005;0.0219;-0.00716666666666654;-0.0049;0.134433333333333;-0.0539;-0.0205666666666667;-0.0599666666666667;0.1084;-0.1084;0.0487333333333333;-0.0487333333333333
Rho1	chr2R_+_16102892_16102949_16103308_16103455_16103609_16103774_16105031	chr2R	+	16102892;16102949;16103308;16103455;16103609;16103774;16105031	6.48829123218743e-43	1.93101913218569e-41	-0.0021;-0.00929999999999997;0.0113666666666667;-0.0454;0.0453999999999999;-0.0843333333333333;0.151833333333333;-0.0675333333333333
mrj	chr2R_-_16206079_16206170_16210188_16221121_16221149_16221668_16243475_16243745_16244082_16244147	chr2R	-	16206079;16206170;16210188;16221121;16221149;16221668;16243475;16243745;16244082;16244147	6.04848559890259e-102	5.24119045258268e-100	-0.0108333333333334;0.0108333333333333;-0.886366666666667;0.886366666666667;-0.0903;0.0903000000000002;0.1815;-0.0309;-0.0604666666666667;-0.0734666666666667;-0.0116333333333333;-0.00503333333333333
CngA	chr2R_-_16245160_16246371_16246912_16247745_16247909_16248225	chr2R	-	16245160;16246371;16246912;16247745;16247909;16248225	1.45976322780073e-13	1.07532859493375e-12	-0.523166666666667;0.523166666666667;-0.0995666666666667;0.0995666666666666;0.487;-0.3799;-0.107133333333333
CngA	chr2R_-_16248478_16249529_16254420_16255431_16259235_16260946	chr2R	-	16248478;16249529;16254420;16255431;16259235;16260946	0.00312077037046696	0.00689486197424847	-0.2069;0.2069;Inf;Inf;-0.0414333333333333;0.2487;-0.0872333333333333;-0.120033333333333;0.174866666666667;-0.174866666666667
Menl-2	chr2R_-_16333420_16333778_16335949_16336488_16415071_16415244_16415312_16415326_16418964_16419017	chr2R	-	16333420;16333778;16335949;16336488;16415071;16415244;16415312;16415326;16418964;16419017	2.79838961717451e-13	2.01048969111362e-12	-0.005;0.005;-0.011;0.0110000000000001;-0.00453333333333334;0.00716666666666667;0.0608666666666666;-0.0238333333333333;-0.0249333333333333;-0.0147666666666667;0.001;-0.000999999999999779
Sema2a	chr2R_+_16491418_16491496_16492747_16493129_16503503_16503632_16517341_16525372_16525461_16525711_16525764_16527612	chr2R	+	16491418;16491496;16492747;16493129;16503503;16503632;16517341;16525372;16525461;16525711;16525764;16527612	5.42999249713027e-128	6.67385263410175e-126	-0.232466666666667;-0.379;0.611466666666667;-0.221366666666667;-0.0340333333333333;-0.0266;-0.103966666666667;-0.275233333333333;0.661233333333333;0.0121333333333332;-0.00426666666666667;-0.00273333333333333;-0.00516666666666667;0.3319;-0.3319;0.480466666666667;-0.480466666666667
Sema2a	chr2R_+_16527682_16528540_16528649_16528897_16529240_16529357_16529715_16530248_16530478_16530727	chr2R	+	16527682;16528540;16528649;16528897;16529240;16529357;16529715;16530248;16530478;16530727	1.42810156521558e-68	7.70980838966046e-67	-0.5409;0.5409;-0.0246;-0.443766666666667;0.4684;-0.0445;-0.191533333333333;-0.0527666666666667;0.288766666666667;0.582466666666667;-0.5217;-0.0164666666666667;-0.0442666666666667;0.548733333333333;-0.3368;-0.2119;0.128866666666667;-0.128866666666667
loopin-1	chr2R_+_16531902_16532327_16532383_16535078_16535094_16535107_16535129_16535133_16535194_16535210_16535485_16536908_16552425_16552621_16554582_16554626_16554692_16554757	chr2R	+	16531902;16532327;16532383;16535078;16535094;16535107;16535129;16535133;16535194;16535210;16535485;16536908;16552425;16552621;16554582;16554626;16554692;16554757	1.22150544266648e-117	1.31196287274503e-115	-0.277133333333333;-0.0981333333333334;-0.0794;-0.2624;-0.0492333333333333;-0.0418;-0.1777;0.1838;0.802033333333333;-0.0198;0.0198;-0.00513333333333333;-0.377066666666667;-0.167566666666667;0.356233333333333;0.193533333333333;Inf;Inf;0.380966666666667;-0.0434;-0.300466666666667;-0.0370333333333333;Inf;Inf;0.0782666666666667;-0.0112666666666667;-0.0669666666666667;0.0772333333333332;-0.0498666666666667;-0.0273666666666667
CG5065	chr2R_+_16556556_16556602_16556617_16556842_16556884_16563630_16566992_16567783_16568208_16568308_16569044_16569157_16581015_16582869_16583036_16584150_16585264_16601116_16607959_16608231_16608334_16612573_16613171_16618143_16618802_16618869_16619689_16621323_16621610_16621671_16621816_16621849_16621883_16621924_16622019_16622083	chr2R	+	16556556;16556602;16556617;16556842;16556884;16563630;16566992;16567783;16568208;16568308;16569044;16569157;16581015;16582869;16583036;16584150;16585264;16601116;16607959;16608231;16608334;16612573;16613171;16618143;16618802;16618869;16619689;16621323;16621610;16621671;16621816;16621849;16621883;16621924;16622019;16622083	1.57933247598613e-114	1.62317256712988e-112	-0.228933333333333;-0.288033333333333;-0.253733333333333;0.434733333333333;0.335933333333333;-0.266833333333333;-0.368266666666667;-0.221666666666667;-0.0752;0.931966666666667;-0.0637333333333333;-0.0572666666666667;-0.0287333333333333;-0.0332666666666667;-0.0237333333333333;0.206733333333333;-0.00743333333333333;-0.00676666666666667;-0.0112666666666667;-0.0169333333333334;-0.0364333333333333;0.0682333333333334;0.0106333333333333;-0.0086;0.00859999999999994;-0.0485333333333333;-0.1736;-0.0524333333333333;0.274566666666667;Inf;Inf;Inf;-0.0142;0.0142;0.00916666666666666;0.160366666666666;-0.0550666666666667;-0.0723;-0.0421;Inf;Inf;Inf;Inf;Inf;Inf;Inf;0.2035;-0.1017;-0.1018;0.186066666666667;-0.186066666666667;Inf;Inf;0.0618666666666667;-0.0480666666666665;-0.0138;-0.0261;0.1222;-0.0569666666666667;-0.0391333333333333;0.185766666666667;-0.119933333333333;-0.0503666666666667;-0.0155;0.0509333333333332;-0.0509333333333333
CG31760	chr2L_+_12163610_12165585_12165592_12165778_12165791_12165984_12166725	chr2L	+	12163610;12165585;12165592;12165778;12165791;12165984;12166725	4.09467173818704e-20	4.75602920802135e-19	0.0436;-0.792933333333333;0.749333333333333;-0.0545;0.0544999999999999;0.00403333333333333;0.211833333333333;-0.215866666666667
gprs	chr2R_+_16623131_16623213_16623522_16642941_16643122_16643496	chr2R	+	16623131;16623213;16623522;16642941;16643122;16643496	2.13568888228225e-14	1.68601806784476e-13	Inf;Inf;Inf;Inf;0.0321333333333332;-0.00676666666666667;-0.0253333333333333
gprs	chr2R_+_16645457_16645655_16645659_16857052_16857631	chr2R	+	16645457;16645655;16645659;16857052;16857631	0.0400371708636909	0.0715171219293439	-0.0089;0.00890000000000002;Inf;Inf;Inf
CG34457	chr2R_+_16670580_16670638_16670695_16670979_16671155_16671201_16671212_16671318_16671372_16671421	chr2R	+	16670580;16670638;16670695;16670979;16671155;16671201;16671212;16671318;16671372;16671421	2.10796969058131e-73	1.25238611218158e-71	-0.2218;-0.354933333333333;0.576733333333334;-0.0122;-0.00586666666666667;0.0181;-0.0261666666666667;0.0261666666666668;0.0457666666666667;-0.0123333333333333;-0.00443333333333333;-0.0147333333333333;-0.0142666666666667;0.370733333333333;-0.370733333333333;0.0059;-0.00589999999999991;0.132566666666667;-0.132566666666667
Pgant9	chr2R_-_16675248_16678409_16678512_16678744_16678856_16678979	chr2R	-	16675248;16678409;16678512;16678744;16678856;16678979	1.47963801137136e-29	2.75413651390623e-28	0.00603333333333345;-0.00603333333333334;0.2515;-0.2515;0.2071;-0.2071;-0.0834;0.0833999999999997
Pgant9	chr2R_-_16699574_16705507_16706226_16706279_16716152_16716211_16730897	chr2R	-	16699574;16705507;16706226;16706279;16716152;16716211;16730897	2.46758471536003e-49	8.89225540852057e-48	-0.1192;-0.0601333333333333;-0.500233333333333;0.679566666666667;0.0548000000000001;-0.0548;0.6375;-0.6375
CG5348	chr2R_+_16767001_16767571_16767639_16767661_16767684	chr2R	+	16767001;16767571;16767639;16767661;16767684	3.44493942726763e-25	5.25255050860723e-24	-0.272933333333333;0.272933333333333;-0.798666666666667;0.798666666666667;Inf;Inf;Inf;0.00266666666666648;-0.00266666666666666
Dek	chr2R_+_16789915_16790737_16791161_16826458_16853740_16853807_16856303_16856315_16856804	chr2R	+	16789915;16790737;16791161;16826458;16853740;16853807;16856303;16856315;16856804	2.53817947019193e-13	1.82979142213927e-12	-0.0201333333333333;-0.0230333333333333;-0.0152666666666667;-0.0342333333333333;0.119833333333333;-0.0271;0.0460333333333334;-0.0460333333333333;0.279066666666667;-0.279066666666667
Dek	chr2R_+_16859785_16859848_16869602_16871268_16882973_16883871_16884050_16899771_16899830	chr2R	+	16859785;16859848;16869602;16871268;16882973;16883871;16884050;16899771;16899830	6.34143634698891e-30	1.19908967690407e-28	-0.375633333333333;0.375633333333333;-0.6458;0.6458;Inf;Inf;0.118433333333334;-0.058;-0.0149333333333333;-0.0291666666666667;-0.0163333333333333
Npc1a	chr2L_-_10218402_10218777_10218889_10220691_10220795_10220833_10220867	chr2L	-	10218402;10218777;10218889;10220691;10220795;10220833;10220867	6.07360604600971e-12	3.86630940360565e-11	-0.0303;0.0303000000000001;0.0220666666666667;-0.0220666666666667;0.00886666666666658;-0.0131666666666667;-0.0104666666666667;0.0146666666666667
Cbp53E	chr2R_+_16942154_16942221_16942411_16969400_16974124_16984264	chr2R	+	16942154;16942221;16942411;16969400;16974124;16984264	5.08620914082784e-09	2.41560742463697e-08	-0.212966666666667;-0.3315;-0.159233333333333;0.7037;Inf;Inf
bru1	chr2L_+_12175420_12175511_12206130_12206180_12207961_12208018_12209569_12240866_12240877_12241780_12271589_12272084_12278835_12278919_12282512_12282562_12288903_12289344_12298539_12298566_12299111_12299186_12299394_12300359_12300396_12300608_12300621_12304444_12304595_12310680_12311093_12312374_12312465_12312524_12312570_12312652_12328168_12351702_12352783_12358039_12358261_12359599_12359683_12362599_12362649_12366521_12370005_12370082_12373581_12374111_12385560_12385740_12386872_12389188_12389670_12393389_12393420_12393858_12395898_12396040_12396291_12399142_12399204_12400177_12400227_12400460_12400507_12400522_12400903_12401057_12401098_12401114_12401159_12401474_12401526_12424976_12426297_12435423_12436978_12437811	chr2L	+	12175420;12175511;12206130;12206180;12207961;12208018;12209569;12240866;12240877;12241780;12271589;12272084;12278835;12278919;12282512;12282562;12288903;12289344;12298539;12298566;12299111;12299186;12299394;12300359;12300396;12300608;12300621;12304444;12304595;12310680;12311093;12312374;12312465;12312524;12312570;12312652;12328168;12351702;12352783;12358039;12358261;12359599;12359683;12362599;12362649;12366521;12370005;12370082;12373581;12374111;12385560;12385740;12386872;12389188;12389670;12393389;12393420;12393858;12395898;12396040;12396291;12399142;12399204;12400177;12400227;12400460;12400507;12400522;12400903;12401057;12401098;12401114;12401159;12401474;12401526;12424976;12426297;12435423;12436978;12437811	0	0	-0.0350333333333333;-0.245266666666667;0.280233333333333;0.0193666666666667;-0.0193666666666668;-0.00143333333333333;-0.00226666666666667;0.00366666666666671;-0.196533333333333;0.196533333333333;-0.193666666666667;-0.410233333333333;0.6021;0.00183333333333333;-0.0072;-0.0177;-0.0052;-0.0095;0.0690333333333335;-0.0113333333333333;-0.0181;Inf;Inf;-0.00383333333333333;-0.0043;-0.0756333333333333;0.0837666666666667;Inf;Inf;Inf;Inf;-0.0271666666666667;-0.173266666666667;-0.0465;-0.2246;0.4716;Inf;Inf;Inf;Inf;Inf;-0.0177666666666667;-0.0135;-0.119666666666667;-0.0191;-0.0507;-0.0457666666666667;-0.3526;-0.0170333333333333;0.6361;-0.0939666666666667;-0.0647333333333333;0.158766666666667;-0.00593333333333333;-0.0625666666666667;-0.0178666666666667;-0.0598333333333333;-0.00916666666666667;-0.0136;-0.0190333333333333;0.1863;0.00166666666666667;-0.2159;0.156733333333333;0.0591666666666667;-0.350933333333333;0.350933333333333;-0.398833333333333;0.0855666666666667;0.313233333333333;Inf;Inf;Inf;Inf;Inf;-0.0563666666666667;-0.656533333333333;0.712866666666667;Inf;Inf;0.120433333333333;-0.120433333333333;0.0004;0.00403333333333333;-0.0014;0.1652;-0.0119;-0.154666666666667;-0.00153333333333333;0.00539999999999985;-0.0054;0.245266666666667;-0.0714666666666667;-0.170166666666667;-0.0036;0.559666666666667;-0.00503333333333333;-0.538233333333333;-0.0132;-0.00323333333333333;0.0024;-0.00513333333333333;0.0117666666666665;-0.00903333333333333;0.01;-0.00656666666666667;-0.00343333333333333;-0.0208;0.1098;-0.0825333333333333;-0.00323333333333333;-0.00313333333333333;-0.330666666666667;0.330666666666667;0.0152000000000001;-0.00563333333333333;-0.00496666666666667;-0.0046;0.0156000000000001;-0.0116;-0.004;0.1319;-0.0085;-0.0418333333333333;-0.0186666666666667;-0.0067;-0.0220666666666667;-0.0341;Inf;Inf;Inf;Inf;0.429566666666667;-0.2695;-0.132733333333333;-0.0273333333333333;0.171266666666667;-0.171266666666667;0.189166666666667;-0.189166666666667;-0.000199999999999995;0.460866666666667;-0.0688666666666667;-0.268633333333333;-0.123133333333333;-0.0313;0.103066666666667;-0.0718333333333334;0.0490333333333335;-0.014;-0.0350333333333333;0.0451999999999999;-0.0053;-0.0399333333333333;0.1266;-0.0346666666666667;-0.0434333333333333;-0.0423333333333333;-0.00616666666666667;0.0547333333333333;0.664733333333333;-0.0215;-0.00676666666666667;-0.653066666666667;-0.0382;0.0158;-0.00503333333333333;-0.0108
Ehbp1	chr2R_-_17010535_17010611_17010885_17010976_17011152	chr2R	-	17010535;17010611;17010885;17010976;17011152	3.57317022112442e-15	3.00171476520813e-14	0.0360666666666667;-0.0360666666666667;0.215433333333333;-0.215433333333333;-0.2218;0.2218
RhoGEF2	chr2R_+_17035008_17035344_17035653_17036407_17036815	chr2R	+	17035008;17035344;17035653;17036407;17036815	9.58987080075413e-06	3.06481687979245e-05	-0.075;0.075;0.2108;-0.0963666666666667;-0.1144
CG9646	chr2R_+_17051164_17051820_17053144_17053203_17053267	chr2R	+	17051164;17051820;17053144;17053203;17053267	3.71191920538849e-30	7.08339348005467e-29	-0.3657;0.333666666666667;0.032;0.385566666666667;-0.385566666666667
CG30460	chr2R_-_17068215_17069608_17069619_17069626_17069757_17069897_17070676_17071118_17071505_17071592_17071725_17071855_17071970_17072381_17072528	chr2R	-	17068215;17069608;17069619;17069626;17069757;17069897;17070676;17071118;17071505;17071592;17071725;17071855;17071970;17072381;17072528	3.81334778196902e-168	6.84507888431137e-166	0.1709;-0.0094;-0.0125666666666667;-0.0117666666666667;-0.137133333333333;-0.0202333333333333;0.0202333333333332;-0.0181666666666667;-0.1095;0.1332;-0.00546666666666667;-0.00943333333333333;-0.0323;-0.0213666666666667;0.0631333333333334;0.0880666666666671;-0.0374333333333333;-0.0414333333333333;-0.0092;-0.3346;0.3346;0.0173666666666666;-0.0173666666666667;0.0231999999999999;-0.0232
Sply	chr2R_-_17090375_17090437_17091357_17091523_17091808	chr2R	-	17090375;17090437;17091357;17091523;17091808	2.20802823202649e-13	1.60146692515406e-12	-0.202;0.202;-0.0819;0.1385;-0.0566333333333333
GstS1	chr2R_-_17095060_17095146_17096441_17096802_17097226_17098306_17099490	chr2R	-	17095060;17095146;17096441;17096802;17097226;17098306;17099490	1.12982002381649e-32	2.3946158798116e-31	-0.468833333333333;0.468833333333333;0.000133333333333333;0.000133333333333333;-0.00116666666666667;-0.00279999999999991;0.00383333333333333
CG30456	chr2R_+_17103687_17105054_17105117_17105365_17105596	chr2R	+	17103687;17105054;17105117;17105365;17105596	4.79218725096809e-21	5.88438311623464e-20	0.429566666666667;-0.515366666666667;0.0857666666666667;0.838933333333333;-0.838933333333333
mbl	chr2R_+_17266053_17266211_17275408_17276063_17332641_17351092_17351264_17352127_17352305_17359304_17359557_17361111_17361127_17361154_17361978	chr2R	+	17266053;17266211;17275408;17276063;17332641;17351092;17351264;17352127;17352305;17359304;17359557;17361111;17361127;17361154;17361978	1.16900816958034e-38	3.05857689782081e-37	-0.002;0.002;-0.0346333333333333;-0.0398;-0.219133333333333;0.293566666666667;-0.0262333333333333;-0.0262666666666667;0.3515;0.0046;-0.042;-0.261566666666667;-0.096;0.0960000000000001;-0.0545333333333333;0.0805333333333332;-0.0260333333333333;0.144666666666667;-0.144666666666667;0.105566666666667;-0.0534666666666667;-0.0521333333333333;0.193133333333333;-0.104966666666667;-0.0554333333333333;-0.0328333333333333;-0.0337;-0.3125;0.346166666666667;-0.3065;0.3065
CG41520	chr2R_+_1727978_1730937_1731119_1731183_1731218_1731797_1746425_1761863_1761922_1762295_1762593_1762597_1769885_1770285_1772026_1772214_1778585	chr2R	+	1727978;1730937;1731119;1731183;1731218;1731797;1746425;1761863;1761922;1762295;1762593;1762597;1769885;1770285;1772026;1772214;1778585	7.06309828628524e-234	2.06219406781451e-231	-0.00399999999999989;0.004;-0.476733333333333;0.476733333333333;-0.598533333333333;0.267533333333333;0.330966666666667;-0.322433333333333;-0.0701;0.143933333333333;0.248666666666667;-0.113466666666667;-0.0831666666666667;0.196566666666667;-0.0105333333333333;0.541266666666667;-0.0444;-0.0684;-0.2668;-0.1216;-0.0294333333333333;0.503833333333333;0.0365333333333333;-0.540366666666667;0.1824;0.1275;0.150933333333333;-0.380866666666667;-0.0799666666666667
mbl	chr2R_+_17362097_17362270_17362315_17373075_17373161_17373816_17378862_17395026_17403887	chr2R	+	17362097;17362270;17362315;17373075;17373161;17373816;17378862;17395026;17403887	1.75816114980348e-36	4.2733531555468e-35	-0.1565;0.1565;-0.103566666666667;0.103566666666667;0.440766666666667;-0.346233333333333;-0.000233333333333335;-0.0788666666666667;0.0299;-0.0453666666666667
mthl3	chr2R_-_17447231_17447349_17447670_17448825_17449109_17449202_17449263	chr2R	-	17447231;17447349;17447670;17448825;17449109;17449202;17449263	9.67777724172849e-05	0.000269240339785051	0.0392;-0.266933333333333;0.227733333333333;0.7485;-0.415566666666667;-0.332966666666667;0.262566666666667;-0.262566666666667
