Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
CG13029	chr3L_+_16861251_16861308	chr3L	+	16861251	16861308	5.91869770369104e-11	3.42814804972006e-10	-0.0528286744433515
CG7707	chr3L_+_17243765_17243812	chr3L	+	17243765	17243812	6.14991523903271e-16	5.46954789106661e-15	-0.0864902008732912
CG13723	chr3L_+_17264818_17264873	chr3L	+	17264818	17264873	2.77626696158503e-06	9.53027777599099e-06	0.27753898887675
CG33308	chr2L_+_14802566_14802627	chr2L	+	14802566	14802627	5.76072802251837e-13	4.023397743671e-12	0.664960134864376
CG33308	chr2L_+_14802816_14802865	chr2L	+	14802816	14802865	0.0184471373363041	0.0354453805721635	0.137336115353357
CG12229	chr3L_-_17435571_17435618	chr3L	-	17435571	17435618	1.5112440150389e-08	6.81453064479859e-08	-0.494098494098494
CG12229	chr3L_-_17436103_17436197	chr3L	-	17436103	17436197	1.1144877249017e-10	6.28892327832353e-10	0.533724853577795
CG6333	chr3L_-_17481752_17481809	chr3L	-	17481752	17481809	7.90100504049215e-05	0.000222505341452524	-0.727817934604325
CycT	chr3L_-_17553222_17553287	chr3L	-	17553222	17553287	0.00678626983375724	0.0141528434451908	-0.217717078243394
CG13700	chr3L_-_18298844_18298893	chr3L	-	18298844	18298893	1.08154058622022e-48	3.83753775860638e-47	-0.344070053122616
CG15278	chr2L_-_14876098_14876154	chr2L	-	14876098	14876154	1.74274148518768e-08	7.80139463603207e-08	-0.131736837287252
CG32199	chr3L_+_18612508_18612565	chr3L	+	18612508	18612565	1.29881563749107e-05	4.07557817954954e-05	-0.290942513368984
CG32199	chr3L_+_18612763_18612829	chr3L	+	18612763	18612829	1.02179278380961e-07	4.18403351144707e-07	-0.474603174603175
bora	chr3L_+_18624489_18624544	chr3L	+	18624489	18624544	0.00107140581287304	0.00255441492781713	-0.297185143327314
NONE	chr3L_+_18829189_18829242	chr3L	+	18829189	18829242	0.011101934243587	0.0222606602555683	-0.130323449160658
Ir75d	chr3L_-_18909441_18909489	chr3L	-	18909441	18909489	0.000540872029129247	0.00135033009869026	-0.486214539007092
CG14077	chr3L_-_18913742_18913804	chr3L	-	18913742	18913804	5.33022510788157e-15	4.41502619751024e-14	-0.0136597181149677
fal	chr3L_+_19298036_19298103	chr3L	+	19298036	19298103	0.034051676372078	0.0618258649469506	-0.203550341231501
mu2	chr3L_-_1945205_1945262	chr3L	-	1945205	1945262	0.0045246555658542	0.00973157724902453	-0.0166205944133706
CG46434	chr3L_-_19543998_19544065	chr3L	-	19543998	19544065	0.000126732043312273	0.000346941063633576	0.125694841417179
ms(3)76Cc	chr3L_+_19623312_19623427	chr3L	+	19623312	19623427	0.0107166075933064	0.0215470774479127	-0.550883095037847
Pfdn6	chr3L_+_19924366_19924420	chr3L	+	19924366	19924420	6.61768384199932e-12	4.1985452515161e-11	-0.694875457230108
CG42263	chr3L_-_19954938_19955001	chr3L	-	19954938	19955001	0.0407712654749487	0.0727085788852082	-0.278240740740741
CG42263	chr3L_-_19955199_19955245	chr3L	-	19955199	19955245	2.6368254793309e-22	3.47938388097211e-21	-0.843179696120873
CG14183	chr3L_-_20027454_20027544	chr3L	-	20027454	20027544	1.67130218485617e-09	8.35382488205799e-09	-0.490834896098054
SCCRO4	chr3L_+_20309157_20309218	chr3L	+	20309157	20309218	1.10590888939859e-16	1.03680045447523e-15	-0.67553402996441
CG42764	chr3L_-_20465351_20465410	chr3L	-	20465351	20465410	7.40335891829316e-12	4.67452617303687e-11	-0.131211390463453
stc	chr2L_+_15117669_15117732	chr2L	+	15117669	15117732	3.51046889552438e-05	0.000103824882591024	-0.367948717948718
CG3618	chr3L_-_20815962_20816027	chr3L	-	20815962	20816027	6.2629305547078e-13	4.36158251900266e-12	-0.66005291005291
Mst77F	chr3L_-_20817534_20817595	chr3L	-	20817534	20817595	9.01002282526083e-23	1.22030664155364e-21	-0.00251466823435132
CG12983	chr3L_-_20965755_20965808	chr3L	-	20965755	20965808	1.97797918912387e-18	2.07766236940394e-17	-0.13103371293898
CG9391	chr3L_-_21267535_21267585	chr3L	-	21267535	21267585	7.56191928673342e-05	0.000213489841109293	0.00939904306415979
CG32436	chr3L_+_21352766_21352827	chr3L	+	21352766	21352827	0.0141668781870847	0.027847136118231	-0.174140565317036
Dis3l2	chr3L_+_213637_213696	chr3L	+	213637	213696	0.0270268431836813	0.0501864946424144	0.24036519036519
sa	chr3L_-_21405883_21405938	chr3L	-	21405883	21405938	4.61268572817594e-06	1.53925469074399e-05	-0.242474001094691
Syx7	chr3L_+_21446023_21446196	chr3L	+	21446023	21446196	0.000235033767280092	0.000618946193022845	-0.0448238270939062
yuri	chr2L_-_15258441_15258502	chr2L	-	15258441	15258502	5.92790056319998e-07	2.2123158714813e-06	-0.011412581583729
yuri	chr2L_-_15264095_15264149	chr2L	-	15264095	15264149	2.96416626784722e-08	1.29103261467804e-07	-0.0690057790100312
CG32450	chr3L_+_22329937_22329994	chr3L	+	22329937	22329994	8.36989171924464e-24	1.19432494406744e-22	0.575322697844148
CG15262	chr2L_+_15297939_15298059	chr2L	+	15297939	15298059	0.00185548010003893	0.0042602578284352	-0.096468854265426
CG32459	chr3L_-_22855796_22855854	chr3L	-	22855796	22855854	4.44249491815796e-15	3.70330435247261e-14	-0.554248366013072
CG32457	chr3L_+_22987719_22987780	chr3L	+	22987719	22987780	0.0291561756132614	0.053730408954241	INF
NONE	chr3L_+_22988347_22988428	chr3L	+	22988347	22988428	0.00174317673437395	0.00401911098028162	-0.696343873517787
CG42846	chr3L_-_231056_231127	chr3L	-	231056	231127	2.25345993526391e-24	3.30723217253382e-23	0.705483374382884
CG4161	chr2L_+_15434763_15434819	chr2L	+	15434763	15434819	0.00417168646790906	0.00903421260096488	-0.240072280634712
CG1317	chr3L_-_2368425_2368628	chr3L	-	2368425	2368628	2.27224842217042e-05	6.89555073434845e-05	-0.0613560717008993
CG17454	chr3L_+_23716320_23716371	chr3L	+	23716320	23716371	2.118456915348e-05	6.45884664856676e-05	-0.0119165675438479
ND-15	chr2L_+_155429_155544	chr2L	+	155429	155544	0.00668006929885314	0.0139499742462219	0.212888907287814
CG1146	chr3L_+_2490896_2490978	chr3L	+	2490896	2490978	2.17681861223553e-18	2.27932648716141e-17	0.348357754837633
CG1146	chr3L_+_2491062_2491116	chr3L	+	2491062	2491116	0.0109651934854213	0.0220066836989831	0.234761904761905
Spn	chr3L_-_2526178_2526260	chr3L	-	2526178	2526260	7.63415048977698e-07	2.81016880398676e-06	0.0853581018748633
NONE	chr3L_+_25903928_25903986	chr3L	+	25903928	25903986	0.0299416914040831	0.0550418654789492	-0.249666085946574
CG16984	chr3L_+_2595975_2596030	chr3L	+	2595975	2596030	7.60327537789595e-15	6.21965228808569e-14	-0.0153328825931488
NONE	chr3L_-_265387_265460	chr3L	-	265387	265460	2.95484360670967e-07	1.14536616925954e-06	-0.488705982127035
CG33233	chr3L_+_2661020_2661086	chr3L	+	2661020	2661086	3.65281564145088e-05	0.000107780888695402	0.254227053140097
CG2113	chr3L_+_2995601_2995651	chr3L	+	2995601	2995651	1.76295007368146e-07	7.01921576185826e-07	-0.344178882693796
CG2113	chr3L_+_2995681_2995736	chr3L	+	2995681	2995736	0.00135289982126891	0.00317167161048776	-0.207624991368441
RhoGEF3	chr3L_+_300848_300893	chr3L	+	300848	300893	2.07057416933015e-14	1.63678098663415e-13	-0.720979101240271
RhoGEF3	chr3L_+_301108_301161	chr3L	+	301108	301161	1.63276502712413e-15	1.40946054329624e-14	-0.483658601278038
Jafrac2	chr3L_+_3042850_3043043	chr3L	+	3042850	3043043	0.0221955928372694	0.041954236443129	-0.198538381024769
CG18109	chr2L_+_15786126_15786188	chr2L	+	15786126	15786188	0.00318380229383021	0.00702479166200686	0.380763125763126
CG18109	chr2L_+_15787476_15787573	chr2L	+	15787476	15787573	1.38163168380994e-09	6.97096650370603e-09	0.500887482636209
gry	chr3L_+_3201907_3202007	chr3L	+	3201907	3202007	0.0227982424400252	0.0429967933933556	-0.0185938547321964
nSMase	chr3L_+_3219344_3219429	chr3L	+	3219344	3219429	7.8548848925649e-16	6.93716434514418e-15	-0.0649198471779117
Larp4B	chr3L_+_3229192_3229251	chr3L	+	3229192	3229251	7.40960770499503e-11	4.25107521939128e-10	-0.0260017348385184
CG10862	chr3L_-_3653692_3653768	chr3L	-	3653692	3653768	5.27966427820004e-18	5.39829824397091e-17	0.334916000930396
CG43089	chr3L_+_3714057_3714109	chr3L	+	3714057	3714109	9.27079176440361e-24	1.31932413506678e-22	-0.331084120557805
PIG-B	chr3L_+_3813360_3813449	chr3L	+	3813360	3813449	5.13389294030125e-05	0.000148378840325507	-0.260768957345765
Ubi-p63E	chr3L_-_3899481_3899708	chr3L	-	3899481	3899708	0.00412841041988711	0.00894862045507532	0.538611306985613
Ubi-p63E	chr3L_-_3899887_3900114	chr3L	-	3899887	3900114	4.79535841038447e-05	0.00013922742884287	0.32500111086807
Ubi-p63E	chr3L_-_3900115_3900342	chr3L	-	3900115	3900342	2.21178966630665e-27	3.73189617667761e-26	-0.0459606613037165
Ubi-p63E	chr3L_-_3900571_3900798	chr3L	-	3900571	3900798	4.4722835137611e-08	1.9077546920291e-07	0.115977100695898
Ubi-p63E	chr3L_-_3900799_3901026	chr3L	-	3900799	3901026	9.03370787698315e-11	5.14428365924737e-10	-0.105774803991201
Ubi-p63E	chr3L_-_3901255_3901482	chr3L	-	3901255	3901482	7.11996542531564e-56	2.96711544889996e-54	0.128393374404867
Ubi-p63E	chr3L_-_3902707_3902781	chr3L	-	3902707	3902781	0.00352711879412894	0.00772995485781435	-0.0373521009682649
Ubi-p63E	chr3L_-_3902788_3902853	chr3L	-	3902788	3902853	0.0116115492824753	0.0232010431082129	0.18883722131804
NONE	chr3L_-_4037393_4037441	chr3L	-	4037393	4037441	0.00170868894621586	0.00394429900931693	-0.52152995471961
Fit1	chr3L_+_4104118_4104201	chr3L	+	4104118	4104201	7.38929319221006e-10	3.84093972768354e-09	-0.122886466449218
lncRNA:CR43803	chr2L_+_15960371_15960458	chr2L	+	15960371	15960458	4.46790871256936e-07	1.69298664489277e-06	0.0184480201768976
CG32240	chr3L_-_4381327_4381384	chr3L	-	4381327	4381384	1.62325499077368e-21	2.04589333098445e-20	-0.00938574223332458
Usp47	chr3L_+_5757121_5757174	chr3L	+	5757121	5757174	1.18589425674888e-05	3.74142759995416e-05	-0.0632151495268537
Usp47	chr3L_+_5759234_5759295	chr3L	+	5759234	5759295	6.8865227048592e-05	0.000195626361988796	-0.228934692871975
Pmi	chr3L_+_5780532_5780588	chr3L	+	5780532	5780588	0.0465358446074095	0.081885320192296	0.0618243903251413
eIF4E4	chr3L_-_6665539_6665584	chr3L	-	6665539	6665584	0.0125759393883815	0.0249696643164768	0.411839784646802
dikar	chr3L_-_6739825_6739894	chr3L	-	6739825	6739894	0.00417707535218044	0.00904451368483386	0.228632478632479
CG17129	chr3L_-_680132_680212	chr3L	-	680132	680212	0.00240717159423001	0.00542295913575399	-0.55582788671024
RFeSP	chr2L_-_1612988_1613042	chr2L	-	1612988	1613042	2.41209150847555e-27	4.06123878508351e-26	-0.0182372247964606
CG14838	chr3L_+_7586037_7586096	chr3L	+	7586037	7586096	4.78093635848249e-07	1.80460102155543e-06	-0.0298770906909674
CG7492	chr3L_-_7652233_7652294	chr3L	-	7652233	7652294	8.41842042326245e-14	6.33580356375201e-13	-0.721031746031746
Clk	chr3L_-_7767175_7767239	chr3L	-	7767175	7767239	0.0116452710562451	0.0232616000668888	0.19326164874552
nmo	chr3L_+_7979409_7979508	chr3L	+	7979409	7979508	0.00120588095776399	0.00285083290657767	0.573440285204991
CG42590	chr3L_-_8068832_8068948	chr3L	-	8068832	8068948	3.05835144030514e-09	1.48570455163265e-08	0.143259639214027
Ca-alpha1D	chr2L_+_16183713_16183767	chr2L	+	16183713	16183767	3.66465629787997e-10	1.96455348521715e-09	-0.141083943931188
fan	chr3L_+_8109355_8109411	chr3L	+	8109355	8109411	0.0314424706535588	0.0575552180457128	-0.362243312243312
CG42553	chr3L_+_835330_835385	chr3L	+	835330	835385	6.39830282438742e-15	5.26647946187309e-14	-0.0515989614930193
CG13901	chr3L_-_837418_837472	chr3L	-	837418	837472	1.70194071820451e-05	5.25684284531306e-05	-0.496092796092796
CG13887	chr3L_+_837945_838047	chr3L	+	837945	838047	7.19037133175893e-21	8.73616377245655e-20	-0.136057631714897
PRL-1	chr2L_-_16249142_16249231	chr2L	-	16249142	16249231	0.00718740023966796	0.0149224059658359	0.466666666666667
S-Lap1	chr3L_+_8617271_8617404	chr3L	+	8617271	8617404	5.70017215980154e-09	2.69360670477241e-08	0.833438405488925
S-Lap1	chr3L_+_8618498_8618554	chr3L	+	8618498	8618554	0.00115235676866748	0.00273292170201982	-0.000304278638517914
orb2	chr3L_-_8943214_8943261	chr3L	-	8943214	8943261	0.000278616226459752	0.000726078333479386	0.19816250358886
CG4456	chr3L_+_9372839_9372908	chr3L	+	9372839	9372908	6.35808245205102e-10	3.32630990974997e-09	0.053460730707015
eIF4E1	chr3L_-_9401367_9401530	chr3L	-	9401367	9401530	6.6306153370605e-05	0.000188859272234854	0.418959352841306
eIF4E1	chr3L_-_9401718_9401783	chr3L	-	9401718	9401783	0.00433535232644348	0.00935875613342251	-0.543055555555556
Tat	chr3L_-_9416193_9416259	chr3L	-	9416193	9416259	3.32144502030485e-47	1.12308960147694e-45	-0.0151952405773494
Tat	chr3L_-_9426466_9426539	chr3L	-	9426466	9426539	7.9391502550591e-26	1.24772777336018e-24	0.744943014582915
CG5861	chr2L_-_16306832_16306939	chr2L	-	16306832	16306939	3.60783093883352e-10	1.93546844695245e-09	0.0451943977291404
Tmc	chr3L_+_9599283_9599377	chr3L	+	9599283	9599377	0.000187354473166386	0.000500440613109617	-0.164647702636721
CG8336	chr3L_+_9631138_9631191	chr3L	+	9631138	9631191	1.86585006643256e-06	6.54062466686534e-06	-0.00937171618421898
fzy	chr2L_+_16312530_16312631	chr2L	+	16312530	16312631	0.00988228944851498	0.0199991492462103	0.417688792688793
nudE	chr3L_+_9900696_9900759	chr3L	+	9900696	9900759	3.89279930244467e-08	1.67167774097237e-07	-0.0102859009198933
CG34107	chr3R_+_10225413_10225508	chr3R	+	10225413	10225508	0.0166156948921903	0.032224978635907	INF
CG42795	chr3R_+_10248274_10248342	chr3R	+	10248274	10248342	0.00334100877285529	0.0073496644690434	0.356853408029879
CG31406	chr3R_+_10349739_10349794	chr3R	+	10349739	10349794	4.13382385440494e-12	2.66962206430997e-11	-0.135955831608006
Tpc1	chr3R_-_10881803_10881901	chr3R	-	10881803	10881901	1.84334833622234e-06	6.46649959230328e-06	0.17373122500803
Tengl4	chr3R_+_10950819_10950872	chr3R	+	10950819	10950872	8.4059986719806e-09	3.89731922743051e-08	-0.0169594376947998
Arfip	chr3R_-_11232750_11232827	chr3R	-	11232750	11232827	2.49629507001139e-13	1.80104875634732e-12	-0.366759650127631
dpr4	chr3R_-_11535840_11535967	chr3R	-	11535840	11535967	6.21835181871807e-17	5.92252369744413e-16	0.726676782436027
Jupiter	chr3R_-_11592012_11592185	chr3R	-	11592012	11592185	2.18953404208787e-05	6.66135373845823e-05	0.0949651804462681
prd1	chr3R_-_11784092_11784163	chr3R	-	11784092	11784163	1.53316488685357e-08	6.90836854717541e-08	-0.395148325390261
mtgo	chr2L_+_16607847_16607905	chr2L	+	16607847	16607905	8.62990939316273e-05	0.000241689510174705	-0.248601647440164
dpr17	chr3R_+_12098148_12098210	chr3R	+	12098148	12098210	0.00630475187254451	0.0132234246953381	0.242390396280557
dpr17	chr3R_+_12110505_12110580	chr3R	+	12110505	12110580	4.03649819283339e-11	2.37430136279712e-10	-0.00917319001774326
dpr17	chr3R_+_12111033_12111073	chr3R	+	12111033	12111073	0.0157297260966543	0.0306529753765187	-0.30039405039405
grp	chr2L_+_16681238_16681300	chr2L	+	16681238	16681300	1.93593399558358e-15	1.66184124051464e-14	-0.672873324487297
Vha55	chr3R_-_12627575_12627638	chr3R	-	12627575	12627638	3.76483468111911e-09	1.81119210713439e-08	-0.0127336078555591
Cyt-c-d	chr2L_+_16715987_16716049	chr2L	+	16715987	16716049	1.03385543538329e-05	3.28983060138516e-05	0.163342046651035
CG14380	chr3R_+_13188886_13188949	chr3R	+	13188886	13188949	0.0373345336323168	0.0671846865382751	-0.204352729122053
ATPsynE	chr3R_+_14327188_14327251	chr3R	+	14327188	14327251	8.86761827906665e-12	5.55664202827905e-11	-0.733502608502609
soti	chr3R_-_14381075_14381119	chr3R	-	14381075	14381119	1.17859546620175e-18	1.2573794315935e-17	-0.582484504079486
CG7886	chr3R_-_14628731_14628779	chr3R	-	14628731	14628779	3.39188436163757e-06	1.1517255935094e-05	-0.00270127473287007
eff	chr3R_-_14733382_14733433	chr3R	-	14733382	14733433	0.0157977154193069	0.0307741501170697	-0.0907611800939282
NONE	chr3R_*_14740431_14740452	chr3R	*	14740431	14740452	6.49498732490855e-24	9.30781194681676e-23	-0.609836093781697
CG14861	chr3R_+_15015215_15015267	chr3R	+	15015215	15015267	4.52442891245541e-05	0.000131816087553512	-0.585678210678211
CG5614	chr3R_+_15780438_15780491	chr3R	+	15780438	15780491	0.0182745731197684	0.0351392909976419	-0.429306171843485
CG31287	chr3R_+_16203593_16203646	chr3R	+	16203593	16203646	3.21156953824291e-62	1.53511521690339e-60	-0.147291323984585
CG31287	chr3R_+_16203950_16204006	chr3R	+	16203950	16204006	8.30156272996185e-52	3.1797985820596e-50	-0.0358068772823327
bor	chr3R_-_16261755_16261809	chr3R	-	16261755	16261809	0.000666675634945323	0.00164106889378375	-0.234802298234989
Mst89B	chr3R_+_16267437_16267511	chr3R	+	16267437	16267511	9.09495018249141e-43	2.6939129459792e-41	-0.0612229325519706
Mst89B	chr3R_+_16268020_16268076	chr3R	+	16268020	16268076	0.010022530868469	0.0202552910723241	-0.185929069097386
gish	chr3R_+_16274374_16274583	chr3R	+	16274374	16274583	2.82867134809738e-07	1.0987809876302e-06	0.185528885255713
gish	chr3R_+_16274745_16274800	chr3R	+	16274745	16274800	3.47689086641045e-07	1.3363187139998e-06	-0.459994513283987
gish	chr3R_+_16274885_16274952	chr3R	+	16274885	16274952	1.00910565654622e-30	1.97006948209782e-29	-0.331294379007261
CG6304	chr2L_-_17012612_17012672	chr2L	-	17012612	17012672	1.69227516977309e-19	1.89543298276378e-18	-0.0127349316079138
SF2	chr3R_-_16340607_16340677	chr3R	-	16340607	16340677	1.39202824206688e-13	1.0274422350671e-12	-0.130973220426289
CG14894	chr3R_-_16442863_16442938	chr3R	-	16442863	16442938	7.73719102858721e-10	4.01404662501378e-09	0.42232905982906
m-cup	chr3R_-_17146055_17146118	chr3R	-	17146055	17146118	1.3226716036584e-15	1.15024430311705e-14	-0.00943402211035847
14-3-3epsilon	chr3R_+_18248339_18248415	chr3R	+	18248339	18248415	4.5091568047572e-06	1.5064991689026e-05	0.527392116266796
qin	chr3R_+_18598852_18598912	chr3R	+	18598852	18598912	2.96799328960398e-12	1.94064438749499e-11	-0.0227232914460807
Pen	chr2L_+_10058958_10059007	chr2L	+	10058958	10059007	0.000301922443796531	0.000782844579152294	-0.0999647885783118
CG31804	chr2L_+_17363859_17363919	chr2L	+	17363859	17363919	1.6214686260223e-07	6.48605585106262e-07	-0.707983133402305
Ino80	chr3R_-_19377096_19377153	chr3R	-	19377096	19377153	2.91815459147897e-05	8.72766542704362e-05	0.48697702923055
CG5316	chr3R_+_19403822_19403891	chr3R	+	19403822	19403891	8.80353477607405e-10	4.5407538638074e-09	-0.0549757618101088
CG5316	chr3R_+_19404749_19404840	chr3R	+	19404749	19404840	0.020458666023516	0.0389360213375763	-0.0121630403862101
CG31459	chr3R_+_19841666_19841725	chr3R	+	19841666	19841725	1.90759106490176e-39	5.12117860966608e-38	-0.0675523546929024
Rpb11	chr2L_-_17409793_17409854	chr2L	-	17409793	17409854	0.000922913922233963	0.00222364777140489	-0.0433080846032843
Rpb11	chr2L_-_17410030_17410086	chr2L	-	17410030	17410086	1.82751775921251e-08	8.16221280919015e-08	-0.0437941921472412
CG4836	chr3R_+_20016757_20016820	chr3R	+	20016757	20016820	5.02556616896739e-48	1.74593880135296e-46	-0.0793989504444903
CG4836	chr3R_+_20017312_20017379	chr3R	+	20017312	20017379	8.14515627986053e-05	0.00022896638791621	-0.0789965029681298
CG31206	chr3R_-_20107797_20107837	chr3R	-	20107797	20107837	4.10731214377333e-06	1.37955699050756e-05	-0.675529100529101
CG46441	chr3R_-_20501273_20501340	chr3R	-	20501273	20501340	0.000158772389759615	0.000428593780304342	0.303916560238399
CG5050	chr2L_+_17453120_17453231	chr2L	+	17453120	17453231	3.72045315120236e-05	0.000109670308784459	0.560886818495514
Syp	chr3R_+_20756853_20757031	chr3R	+	20756853	20757031	9.78234221931281e-21	1.17892427534645e-19	0.550317180082704
Calx	chr3R_+_20992553_20992635	chr3R	+	20992553	20992635	4.56204770103187e-05	0.000132857972987364	0.535515873015873
Rab11	chr3R_+_21111466_21111653	chr3R	+	21111466	21111653	1.26561092840388e-05	3.97766612173052e-05	0.0148426247343204
qua	chr2L_-_17487726_17487786	chr2L	-	17487726	17487786	0.027626466630095	0.051194953783165	-0.236145594601477
CG15498	chr3R_-_21568431_21568506	chr3R	-	21568431	21568506	1.41066821442452e-06	5.02116879626874e-06	-0.432965363352192
CG31178	chr3R_+_21874252_21874317	chr3R	+	21874252	21874317	2.55800973038188e-05	7.71138302183774e-05	-0.181102363714416
P5CDh2	chr3R_+_21878380_21878445	chr3R	+	21878380	21878445	1.42896593867353e-30	2.7716049762797e-29	-0.420819161700132
CG6678	chr3R_+_21889641_21889745	chr3R	+	21889641	21889745	5.72828725162914e-10	3.01213543340711e-09	0.800308641975309
CG7071	chr3R_+_22363291_22363352	chr3R	+	22363291	22363352	8.32046721178313e-06	2.6818729481231e-05	-0.127136517689513
Gpdh3	chr3R_+_22383004_22383065	chr3R	+	22383004	22383065	0.000791063624736254	0.00192552490700583	0.198092055983017
