Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
CG32112	chr3L_+_12741800_12741859_12741949_12742012_12742593_12742650_12742903	chr3L	+	12741800;12741859;12741949;12742012;12742593;12742650;12742903	0.00747760379154728	0.046386748643827	-0.00826666666666667;-0.000399999999999845;0.00356666666666667;0.00513333333333333;0.0174666666666667;-0.0174666666666667;0.00336666666666667;-0.00336666666666652
CG10948	chr3L_-_12845853_12847048_12847156_12848035_12848368	chr3L	-	12845853;12847048;12847156;12848035;12848368	0.00361111554697567	0.0259661600462574	-0.0798666666666667;0.0798666666666666;0.0730666666666667;-0.0730666666666666;-0.0128;0.0127999999999999
Wbp2	chr3L_+_12851153_12851307_12851385_12851722_12851804_12851810_12852230_12852277_12852425_12852521_12852528_12852614	chr3L	+	12851153;12851307;12851385;12851722;12851804;12851810;12852230;12852277;12852425;12852521;12852528;12852614	1.17765552518027e-27	2.01206831364642e-25	0.0362666666666667;-0.0362666666666668;-0.0720333333333333;0.0103666666666667;0.0444;0.0172333333333333;0.00443333333333329;-0.0094;0.00493333333333333;0.1772;0.000266666666666666;-0.00660000000000001;-0.170833333333333;0.0233;-0.0233
Herc4	chr3L_+_1314320_1314335_1314471_1314709_1314884	chr3L	+	1314320;1314335;1314471;1314709;1314884	0.0381382575764701	0.156522059986585	0.0224333333333333;-0.0224333333333333;-0.00393333333333333;0.00393333333333334;0.0150666666666667;-0.0150666666666667
CG10089	chr3L_-_13469069_13469134_13469212_13469775_13469862_13474295_13475101_13478403	chr3L	-	13469069;13469134;13469212;13469775;13469862;13474295;13475101;13478403	6.73067317718171e-14	4.00356644051232e-12	-0.0190666666666663;0.0190666666666667;-0.018;0.0179999999999998;0.0260333333333333;-0.0102333333333333;-0.0158;3.33333333333297e-05;0.0009;-0.0009
Pdk1	chr3L_+_135842_135965_136335_137120_137133_140087_141691_141768	chr3L	+	135842;135965;136335;137120;137133;140087;141691;141768	8.9692551688931e-05	0.00117303322741218	-0.00686666666666667;0.0148666666666668;-0.00633333333333333;-0.00163333333333333;0.00559999999999994;-0.0056;-0.00466666666666667;-0.0036;0.0082333333333332
Rab14	chr2L_+_14352345_14352396_14355473_14357103_14357271_14357339	chr2L	+	14352345;14352396;14355473;14357103;14357271;14357339	1.32903803366541e-21	1.56371304616666e-19	-0.0146333333333333;-0.00836666666666666;-0.00600000000000001;0.0289666666666668;0.356633333333333;-0.356633333333333
CG32320	chr3L_+_1400162_1400213_1400287_1400383_1400431	chr3L	+	1400162;1400213;1400287;1400383;1400431	7.08034689887848e-05	0.000962438775139341	-0.0349;0.156266666666667;-0.1214;0.0328666666666667;-0.0328666666666667
endos	chr3L_-_14030998_14031002_14031057_14031306_14031387	chr3L	-	14030998;14031002;14031057;14031306;14031387	6.61650387862582e-06	0.000118696125570176	0.0021;-0.00243333333333329;0.000333333333333333;-0.0033;0.000166666666666667;0.00316666666666665
Hsc70Cb	chr3L_+_14037111_14037136_14037402_14037412_14037421_14037476_14037479	chr3L	+	14037111;14037136;14037402;14037412;14037421;14037476;14037479	0.0446182455272497	0.174842009869827	0.0524666666666666;-0.000633333333333319;0.000699999999999999;-0.0305666666666667;-0.022;0.0334666666666668;-0.0334666666666667
Frl	chr3L_+_14068927_14069084_14069396_14069890_14069920	chr3L	+	14068927;14069084;14069396;14069890;14069920	0.000638661561846842	0.00626768368386846	0.00529999999999997;-0.0053;0.0136333333333335;-0.0136333333333333;0.000333333333333331;-0.0327000000000001;0.0323333333333333;-0.277766666666667;0.277766666666667
nuf	chr3L_+_14200807_14201620_14201666_14203472_14205585_14207700_14212192	chr3L	+	14200807;14201620;14201666;14203472;14205585;14207700;14212192	8.97890635364319e-07	1.96529445677817e-05	0.0557000000000001;0.0722;-0.103233333333333;-0.0392;0.0144333333333333;-0.0432000000000001;0.0432
nuf	chr3L_+_14213203_14216820_14226403_14227356_14230106_14230174	chr3L	+	14213203;14216820;14226403;14227356;14230106;14230174	0.00078398500755364	0.00748239204728174	-0.0246666666666666;-0.0426333333333334;0.0292666666666667;0.038;0.00356666666666666;-0.00356666666666694
bbg	chr3L_-_14417195_14426687_14438424_14438468_14476372_14507612	chr3L	-	14417195;14426687;14438424;14438468;14476372;14507612	0.0447316137586384	0.175144974673535	-0.0420666666666665;0.0420666666666667;-0.0893;0.0180666666666667;-0.0518666666666667;0.1231
CG17839	chr3L_+_14805490_14805561_14805629_14833783_14839216_14839307_14864835	chr3L	+	14805490;14805561;14805629;14833783;14839216;14839307;14864835	0.000777271107287307	0.00742603706175549	-0.0420333333333333;0.0611333333333335;-0.0191333333333333;-0.00423333333333333;0.00423333333333309;0.349833333333333;-0.349833333333333;0.00653333333333317;-0.00653333333333334
hfp	chr3L_-_1499337_1499592_1499770_1499879_1500243_1500388_1501406_1501797	chr3L	-	1499337;1499592;1499770;1499879;1500243;1500388;1501406;1501797	4.38678772186182e-05	0.00064150154800848	-0.252233333333333;0.252233333333333;-0.0619;0.0619;-0.193633333333334;0.107533333333333;0.0564666666666667;0.0296333333333333;0.0775333333333333;0.0372333333333333;-0.114733333333333;0.0538666666666667;-0.0538666666666666
Psa	chr3L_+_1502440_1502863_1502981_1503045_1517599_1517688_1517755_1517956_1517985_1518052_1518175_1518212_1518301_1518388_1518796_1519945	chr3L	+	1502440;1502863;1502981;1503045;1517599;1517688;1517755;1517956;1517985;1518052;1518175;1518212;1518301;1518388;1518796;1519945	3.34686148749188e-08	9.45495729190702e-07	-0.0133;3.3333333333334e-05;0.0573666666666667;-0.00993333333333329;-0.00220000000000001;-0.0317;-0.000233333333333335;0.0553666666666667;-0.00896666666666668;-0.0464;-0.00206666666666667;0.00206666666666677;0.0283666666666667;0.000933333333333231;0.0188666666666667;-0.0482;0.0068;-0.0553333333333332;0.0502333333333334;0.00423333333333333;-0.00583333333333333;-0.00983333333333333;0.00983333333333347;0.00249999999999984;-0.0025
Plp	chr3L_-_15073194_15073305_15073324_15073330_15074323_15074492_15074682	chr3L	-	15073194;15073305;15073324;15073330;15074323;15074492;15074682	0.00113310247828473	0.0101806484346139	-0.1484;0.00603333333333332;-0.0761;0.2184;-0.0432;0.194366666666667;-0.151166666666667
Plp	chr3L_-_15084594_15088309_15093324_15094246_15094348_15094467	chr3L	-	15084594;15088309;15093324;15094246;15094348;15094467	7.92052657798299e-06	0.00013959466334601	-0.176966666666667;0.176966666666667;-0.0187666666666667;0.0187666666666666;0.158033333333333;-0.158033333333333;0.0299666666666667;-0.0299666666666667
Dic61B	chr3L_-_152272_152298_152339_152485_163555	chr3L	-	152272;152298;152339;152485;163555	2.21300595430919e-05	0.000351998351576731	-0.0122333333333335;0.0122333333333333;-0.146033333333333;0.146033333333333;0.393;-0.393
Iml1	chr3L_-_1525392_1525640_1525700_1525703_1526332_1526731_1527188	chr3L	-	1525392;1525640;1525700;1525703;1526332;1526731;1527188	8.35156411107551e-07	1.83800215847757e-05	-0.235733333333333;-0.0522333333333332;0.126233333333333;0.161733333333333;0.0711666666666665;0.141666666666667;-0.212866666666667
CG42399	chr2L_-_145910_145973_146021_147347_147353	chr2L	-	145910;145973;146021;147347;147353	0.0159589187675711	0.0832021506693341	-0.0425333333333333;0.0425333333333333;0.0319666666666667;0.0138;-0.0458666666666667
pns	chr3L_+_1540628_1540749_1540957_1541434_1541654	chr3L	+	1540628;1540749;1540957;1541434;1541654	0.0162409821679561	0.0842623918148659	-0.0276333333333333;0.0276333333333334;0.0182333333333335;-0.0182333333333333;0.0229666666666666;-0.0229666666666667
NONE	chr3L_+_15451212_15452442_15455229_15455489_15455734_15456609_15456994_15457375_15457380	chr3L	+	15451212;15452442;15455229;15455489;15455734;15456609;15456994;15457375;15457380	0.0177261528078377	0.0900835204911243	-0.00969999999999982;0.00970000000000001;-0.210033333333333;0.210033333333333;-0.00619999999999998;0.00619999999999998;0.00180000000000002;-0.00180000000000002;0.0384;0.0219333333333334;-0.0960333333333333;0.0212666666666667;0.0145;-0.0921333333333334;0.0921333333333333
CG32313	chr3L_-_1545394_1545398_1545405_1545422_1545468_1545472	chr3L	-	1545394;1545398;1545405;1545422;1545468;1545472	0.0192228033543277	0.0957577628943368	-0.0213;-0.0461333333333333;0.0134000000000001;0.0540666666666667;-0.00313333333333332;0.00313333333333332;0.0125333333333333;-0.0125333333333333;0.0349666666666667;-0.0349666666666667
CG12355	chr3L_-_15493581_15493938_15494068_15494565_15494829_15494902_15495027_15495176_15495187_15495237	chr3L	-	15493581;15493938;15494068;15494565;15494829;15494902;15495027;15495176;15495187;15495237	1.93531097118565e-23	2.54767032991675e-21	-0.0087666666666667;0.00876666666666667;-0.240333333333333;0.0054;0.0110666666666667;0.222233333333333;0.0208666666666667;-0.0101;-0.00913333333333333;0.0128;0.1417;-0.154433333333333;0.0424333333333334;-0.0424333333333334
mex1	chr3L_-_15518028_15518306_15518492_15518508_15518543_15518558_15518618_15519455	chr3L	-	15518028;15518306;15518492;15518508;15518543;15518558;15518618;15519455	0.000603214568204458	0.00597119254239315	-0.073;-0.046;-0.00416666666666667;0.0361;0.0871;0.0387333333333334;-0.0367;-0.00203333333333333
SCCRO	chr3L_+_15563729_15563829_15563832_15563957_15564014_15564057_15564085_15564157_15564158_15564260	chr3L	+	15563729;15563829;15563832;15563957;15564014;15564057;15564085;15564157;15564158;15564260	1.225119808848e-05	0.000207167469439864	-0.172066666666667;0.172066666666667;-0.0175;-0.000866666666666667;-0.00123333333333333;0.0196;0.0064;0.0259;0.0039;-0.0361666666666666;0.1487;-0.1487
RhoGAP71E	chr3L_+_15601295_15601633_15602515_15602663_15604834_15605280_15606657	chr3L	+	15601295;15601633;15602515;15602663;15604834;15605280;15606657	0.0012304185723555	0.0108785190623025	0.0909999999999999;-0.2052;0.1143;-0.00736666666666685;0.00736666666666667;0.0931666666666667;0.018;-0.111166666666667
CG7879	chr3L_-_1564280_1565720_1565902_1568309_1568416	chr3L	-	1564280;1565720;1565902;1568309;1568416	0.000134109884742489	0.00165765631556865	-0.1567;-0.112;0.268666666666667;-0.317933333333333;0.317933333333333
CG42570	chr3L_+_15718033_15718047_15718089_15718096_15718098	chr3L	+	15718033;15718047;15718089;15718096;15718098	0.0410658450403989	0.165155384560126	-0.0154666666666667;0.0154666666666665;-0.165;0.165;-0.0027999999999998;0.0028
CG42570	chr3L_+_15718650_15718701_15718833_15718934_15718937_15718992	chr3L	+	15718650;15718701;15718833;15718934;15718937;15718992	0.000545043472035793	0.00547352472831817	0.00526666666666667;-0.017;0.0117666666666665;-0.0166666666666666;0.00996666666666667;0.00666666666666667
CG13917	chr3L_+_1573764_1573992_1574986_1577131_1587122_1588952_1592742	chr3L	+	1573764;1573992;1574986;1577131;1587122;1588952;1592742	1.87278307720889e-13	1.06751958884628e-11	-0.0640666666666667;-0.270833333333333;0.251966666666667;0.0829333333333333;0.0411333333333332;-0.0306666666666667;-0.0104333333333333
CG15715	chr3L_-_15836925_15836929_15837090_15837128_15837255	chr3L	-	15836925;15836929;15837090;15837128;15837255	0.00413903761812978	0.0289445967903177	-0.00113333333333333;0.00516666666666665;-0.004;-0.00576666666666667;0.00576666666666648
pHCl-1	chr3L_-_15848404_15852249_15858099_15858151_15859810	chr3L	-	15848404;15852249;15858099;15858151;15859810	1.15947235594084e-08	3.5513817785375e-07	0.272133333333333;-0.236066666666667;-0.0360666666666666;0.0296333333333333;-0.0296333333333334
Pka-C3	chr3L_-_15928928_15946906_15947579_15952100_15953426_15954523	chr3L	-	15928928;15946906;15947579;15952100;15953426;15954523	0.00910827437273986	0.0539521881516695	-0.00263333333333333;-0.0126999999999999;0.0153666666666667;0.000933333333333231;-0.000933333333333335;0.00743333333333332;-0.0074333333333334
Diap1	chr3L_-_16033240_16040065_16040917_16045943_16046483_16050456	chr3L	-	16033240;16040065;16040917;16045943;16046483;16050456	0.000302164703380203	0.00332117490100983	-0.00813333333333333;0.00813333333333355;0.000566666666666667;-0.00313333333333333;0.0277333333333333;-0.0251333333333333
Mbs	chr3L_+_16052150_16052174_16052753_16053003_16053010_16053560_16062129	chr3L	+	16052150;16052174;16052753;16053003;16053010;16053560;16062129	0.0112221285090617	0.0633795806384293	-0.0305666666666666;0.0305666666666667;-0.0482;0.0482;0.0023;-0.00229999999999986;0.0829333333333333;-0.0641333333333333;-0.0251;0.0063;-0.0119999999999999;0.012
Mbs	chr3L_+_16077282_16077721_16077809_16078818_16079726_16080757_16080863	chr3L	+	16077282;16077721;16077809;16078818;16079726;16080757;16080863	0.00116332430536381	0.0104099619307531	-0.0308333333333334;0.0155666666666664;0.0153;0.0379333333333333;-0.0379333333333333;0.0409666666666666;-0.0496333333333334;0.00863333333333333
CG13920	chr3L_+_1628651_1632256_1637699_1649507_1650712	chr3L	+	1628651;1632256;1637699;1649507;1650712	8.66446951862554e-13	4.6192048659421e-11	-0.4424;0.4424;-0.0356666666666667;0.5192;-0.4835
CG15279	chr2L_-_14846494_14846788_14847057_14848003_14848254_14848672_14849141_14855182_14855620_14861809_14866809_14867839_14868514_14868576_14870765_14870824_14875431_14875436_14875450_14875504	chr2L	-	14846494;14846788;14847057;14848003;14848254;14848672;14849141;14855182;14855620;14861809;14866809;14867839;14868514;14868576;14870765;14870824;14875431;14875436;14875450;14875504	7.47087851285571e-09	2.36655180741797e-07	-0.00606666666666667;-0.00913333333333333;-0.0124;-0.0185666666666667;0.002;0.00126666666666667;0.0082;0.0347666666666666;0.0844333333333333;-0.0844333333333334;0.00536666666666663;-0.00536666666666663;-0.00526666666666667;-0.0055;-0.00593333333333333;-0.0145;0.0421666666666667;-0.0109333333333333;-0.2304;0.2304;0.0397333333333334;-0.0397333333333333;0.1392;0.0684666666666667;-0.0284;-0.0724666666666667;-0.1069;0.000433333333333397;0.146633333333333;-0.147066666666667;0.1558;-0.1558;-0.471666666666667;0.471666666666667
CG32163	chr3L_+_16587247_16587405_16587456_16587508_16587513	chr3L	+	16587247;16587405;16587456;16587508;16587513	0.00996870546530284	0.0577248609876077	-0.0545333333333334;-0.0673666666666667;0.1219;-0.0584000000000002;0.0584
zetaCOP	chr3L_-_16665301_16667589_16671842_16672150_16672452	chr3L	-	16665301;16667589;16671842;16672150;16672452	4.58554150388461e-06	8.59083615488629e-05	-0.0116;0.0122;-0.000633333333333335;0.294866666666667;-0.294866666666667
Lasp	chr3L_-_16678660_16678679_16678806_16679473_16679869_16679932_16680810	chr3L	-	16678660;16678679;16678806;16679473;16679869;16679932;16680810	3.34384897606933e-153	5.37030505179175e-149	-0.0013000000000003;0.0013;-0.00963333333333333;0.2636;-0.237633333333333;-0.0163;0.0103666666666665;-0.0103666666666667
Lasp	chr3L_-_16681370_16694200_16694296_16701466_16701522_16710941	chr3L	-	16681370;16694200;16694296;16701466;16701522;16710941	5.44814223610598e-20	5.53788141439374e-18	-0.0201333333333333;0.0163;0.0039;0.0194333333333335;-0.0194333333333333;0.1351;-0.1351
sina	chr3L_+_16853280_16853952_16854018_16854525_16855984_16856164_16856168_16856295	chr3L	+	16853280;16853952;16854018;16854525;16855984;16856164;16856168;16856295	0.00021716396765149	0.00250733832600635	-0.0214333333333333;-0.00953333333333333;-0.00769999999999993;-0.0142000000000001;0.0342333333333333;0.0186666666666667;0.110466666666667;-0.110466666666667
CG6664	chr3L_-_17015258_17015266_17015671_17015741	chr3L	-	17015258;17015266;17015671;17015741	0.00237645597015833	0.0186291528955389	0.0166666666666667;-0.0166666666666667;-0.0157;0.0157;0.0882666666666667;-0.0882666666666666;-0.118166666666667;0.118166666666667
scaf6	chr3L_-_17039333_17039554_17039630_17040136_17040210_17040437	chr3L	-	17039333;17039554;17039630;17040136;17040210;17040437	0.000678598311818856	0.00660112570405135	-0.107166666666667;0.107166666666667;-0.0848;0.0545;0.0303333333333334;0.134666666666667;-0.0645;-0.0701666666666666;-0.0598333333333334;0.0598333333333333
lncRNA:CR43870	chr3L_+_17246032_17252328_17252348_17252369_17263836	chr3L	+	17246032;17252328;17252348;17252369;17263836	1.47846462120328e-07	3.73194678706168e-06	0.0970666666666669;-0.0284333333333333;-0.0686333333333333;-0.102633333333333;0.102633333333334
ProtB	chr2L_-_14879639_14880795_14880886_14881509_14882708_14882900_14882904_14882945_14883600_14885377	chr2L	-	14879639;14880795;14880886;14881509;14882708;14882900;14882904;14882945;14883600;14885377	0.000261409928146272	0.00292871210220521	-0.000333333333333333;0.000866666666666793;-0.000533333333333333;-0.0014;-0.000666666666666667;0.00259999999999994;-0.0005;-0.000166666666666667;-0.0003;0.00119999999999998;-0.000733333333333333
CG7692	chr3L_+_17352579_17352932_17352973_17352982_17353056_17353130	chr3L	+	17352579;17352932;17352973;17352982;17353056;17353130	4.81763158376834e-12	2.34817504228272e-10	0.0876999999999999;-0.0877;-0.00266666666666667;-0.1171;0.00926666666666667;0.110466666666667
UQCR-Q	chr3L_+_17474834_17474892_17474899_17474921_17475135_17475408	chr3L	+	17474834;17474892;17474899;17474921;17475135;17475408	0.0328197293153466	0.141243451825519	0.000566666666666667;-0.000566666666666715;-0.0330666666666666;0.000133333333333333;0.0321;0.000766666666666667
CG6333	chr3L_-_17482302_17482461_17482477_17482493_17482561	chr3L	-	17482302;17482461;17482477;17482493;17482561	5.93270700704367e-17	4.66490857820676e-15	0.601966666666667;-0.601966666666667;-0.00236666666666668;-0.0476333333333334;0.0499666666666667
Nedd4	chr3L_+_17541403_17541674_17541966_17542198_17543152_17543236_17543503_17543612_17543676_17543712_17543762	chr3L	+	17541403;17541674;17541966;17542198;17543152;17543236;17543503;17543612;17543676;17543712;17543762	1.96289270291473e-14	1.22663609073877e-12	-0.124433333333333;-0.00366666666666667;0.124866666666667;0.0032;-0.0653333333333333;0.00256666666666667;0.0744;-0.0115666666666667;-0.00653333333333333;0.0153666666666667;0.1037;-0.112533333333333;0.00240000000000007;-0.0024;-0.0202666666666667;0.0202666666666669
Adgf-A2	chr3L_-_17754421_17754425_17754963_17755364_17755815_17755942_17763576_17764060	chr3L	-	17754421;17754425;17754963;17755364;17755815;17755942;17763576;17764060	4.03891741867786e-33	9.53912109901781e-31	-0.00303333333333333;-0.00486666666666667;0.00793333333333324;0.0406666666666667;-0.0276999999999997;-0.0129666666666667;-0.1377;0.1377;-0.1134;-0.0944;-0.0616;0.2694
CG32181	chr3L_+_17761243_17761261_17761359_17761395	chr3L	+	17761243;17761261;17761359;17761395	3.59771499325045e-10	1.38230148852513e-08	0.000266666666666665;-0.000266666666666637;0.0156666666666667;-0.0156666666666666;0.135366666666667;-0.135366666666667;0.0666333333333333;-0.0666333333333333
lncRNA:CR43174	chr3L_+_17934204_17934345_17934742_17935173_17935177_17940608_17940693_17945335	chr3L	+	17934204;17934345;17934742;17935173;17935177;17940608;17940693;17945335	2.01516629009389e-18	1.77094798415761e-16	-0.0379;0.150633333333333;-0.0754666666666667;-0.0362;-0.000999999999999994;0.1619;-0.1619;0.160633333333333;0.0034;-0.164033333333333;0.2327;-0.2327
